E,RH,LocalDateTime
3.3,0.87,09/04/2002 00:00:00
4.1,0.91,09/05/2002 00:00:00
3.8,0.82,09/06/2002 00:00:00
3.7,0.81,09/07/2002 00:00:00
2.4,0.87,09/08/2002 00:00:00
1,0.87,09/09/2002 00:00:00
0.4,0.94,09/10/2002 00:00:00
2.4,0.83,09/11/2002 00:00:00
2.7,0.81,09/12/2002 00:00:00
2.5,0.83,09/13/2002 00:00:00
3.4,0.83,09/14/2002 00:00:00
3.7,0.92,09/15/2002 00:00:00
3.9,0.83,09/16/2002 00:00:00
4,0.79,09/17/2002 00:00:00
2.7,0.8,09/18/2002 00:00:00
2.7,0.81,09/19/2002 00:00:00
3.4,0.81,09/20/2002 00:00:00
2.1,0.8,09/21/2002 00:00:00
2.1,0.8,09/22/2002 00:00:00
1.1,0.81,09/23/2002 00:00:00
2,0.79,09/24/2002 00:00:00
2.3,0.8,09/25/2002 00:00:00
2.2,0.83,09/26/2002 00:00:00
3,0.82,09/27/2002 00:00:00
3.1,0.83,09/28/2002 00:00:00
2,0.81,09/29/2002 00:00:00
2.7,0.9,09/30/2002 00:00:00
2.4,0.91,10/01/2002 00:00:00
2.9,0.83,10/02/2002 00:00:00
1.3,0.83,10/03/2002 00:00:00
1.9,0.83,10/04/2002 00:00:00
3.1,0.87,10/05/2002 00:00:00
2.7,0.81,10/06/2002 00:00:00
2.8,0.83,10/07/2002 00:00:00
1.4,0.82,10/08/2002 00:00:00
2.4,0.83,10/09/2002 00:00:00
2.4,0.8,10/10/2002 00:00:00
3,0.81,10/11/2002 00:00:00
1.4,0.73,10/12/2002 00:00:00
2,0.8,10/13/2002 00:00:00
3,0.8,10/14/2002 00:00:00
3.9,0.8,10/15/2002 00:00:00
2.9,0.82,10/16/2002 00:00:00
3.2,0.87,10/17/2002 00:00:00
2.1,0.83,10/18/2002 00:00:00
2.4,0.83,10/19/2002 00:00:00
3.1,0.92,10/20/2002 00:00:00
2.4,0.91,10/21/2002 00:00:00
2.3,0.87,10/22/2002 00:00:00
2,0.81,10/23/2002 00:00:00
1.5,0.9,10/24/2002 00:00:00
1.1,0.83,10/25/2002 00:00:00
1.5,0.9,10/26/2002 00:00:00
3.2,0.92,10/27/2002 00:00:00
2.7,0.83,10/28/2002 00:00:00
2.6,0.87,10/29/2002 00:00:00
2.2,0.82,10/30/2002 00:00:00
2.3,0.87,10/31/2002 00:00:00
3,0.82,11/01/2002 00:00:00
3.6,0.8,11/02/2002 00:00:00
3.6,0.9,11/03/2002 00:00:00
4.3,0.83,11/04/2002 00:00:00
3.8,0.91,11/05/2002 00:00:00
2.9,0.91,11/06/2002 00:00:00
2.2,0.83,11/07/2002 00:00:00
2.5,0.8,11/08/2002 00:00:00
1.9,0.8,11/09/2002 00:00:00
2.7,0.8,11/10/2002 00:00:00
2.3,0.82,11/11/2002 00:00:00
2.1,0.82,11/12/2002 00:00:00
2.9,0.73,11/13/2002 00:00:00
2.6,0.7,11/14/2002 00:00:00
2.2,0.77,11/15/2002 00:00:00
2.8,0.87,11/16/2002 00:00:00
2.2,0.83,11/17/2002 00:00:00
2.9,0.83,11/18/2002 00:00:00
2.4,0.83,11/19/2002 00:00:00
2.5,0.9,11/20/2002 00:00:00
2.1,0.87,11/21/2002 00:00:00
1.9,0.83,11/22/2002 00:00:00
2.1,0.83,11/23/2002 00:00:00
2.6,0.81,11/24/2002 00:00:00
2.5,0.77,11/25/2002 00:00:00
2.7,0.8,11/26/2002 00:00:00
3.1,0.82,11/27/2002 00:00:00
3.2,0.81,11/28/2002 00:00:00
1.8,0.82,11/29/2002 00:00:00
2.7,0.77,11/30/2002 00:00:00
3,0.73,12/01/2002 00:00:00
3.1,0.8,12/02/2002 00:00:00
2.8,0.9,12/03/2002 00:00:00
2.5,0.87,12/04/2002 00:00:00
3.1,0.8,12/05/2002 00:00:00
3.2,0.83,12/06/2002 00:00:00
3.9,0.83,12/07/2002 00:00:00
4.2,0.82,12/08/2002 00:00:00
3.5,0.8,12/09/2002 00:00:00
3.8,0.73,12/10/2002 00:00:00
3.9,0.82,12/11/2002 00:00:00
2.5,0.8,12/12/2002 00:00:00
3.4,0.79,12/13/2002 00:00:00
4.1,0.8,12/14/2002 00:00:00
3.5,0.83,12/15/2002 00:00:00
2.7,0.81,12/16/2002 00:00:00
3.5,0.83,12/17/2002 00:00:00
3.6,0.82,12/18/2002 00:00:00
4,0.8,12/19/2002 00:00:00
4.5,0.73,12/20/2002 00:00:00
2.9,0.69,12/21/2002 00:00:00
4,0.73,12/22/2002 00:00:00
3.7,0.69,12/23/2002 00:00:00
3.2,0.72,12/24/2002 00:00:00
3.4,0.73,12/25/2002 00:00:00
2.4,0.73,12/26/2002 00:00:00
2.1,0.82,12/27/2002 00:00:00
2.3,0.77,12/28/2002 00:00:00
2.1,0.7,12/29/2002 00:00:00
1.8,0.72,12/30/2002 00:00:00
2.9,0.77,12/31/2002 00:00:00
3.1,0.72,01/01/2003 00:00:00
4.2,0.66,01/02/2003 00:00:00
3,0.73,01/03/2003 00:00:00
3.4,0.7,01/04/2003 00:00:00
3.8,0.66,01/05/2003 00:00:00
3.4,0.66,01/06/2003 00:00:00
2.9,0.74,01/07/2003 00:00:00
2.7,0.68,01/08/2003 00:00:00
4.7,0.66,01/09/2003 00:00:00
3.1,0.73,01/10/2003 00:00:00
2.8,0.74,01/11/2003 00:00:00
4.2,0.67,01/12/2003 00:00:00
3.5,0.69,01/13/2003 00:00:00
4.3,0.67,01/14/2003 00:00:00
3.3,0.74,01/15/2003 00:00:00
3.8,0.67,01/16/2003 00:00:00
4.5,0.64,01/17/2003 00:00:00
3.9,0.69,01/18/2003 00:00:00
3.3,0.73,01/19/2003 00:00:00
3.2,0.7,01/20/2003 00:00:00
4,0.68,01/21/2003 00:00:00
3.5,0.74,01/22/2003 00:00:00
3.1,0.76,01/23/2003 00:00:00
4.5,0.69,01/24/2003 00:00:00
4.1,0.7,01/25/2003 00:00:00
3.5,0.72,01/26/2003 00:00:00
3.3,0.73,01/27/2003 00:00:00
4.2,0.67,01/28/2003 00:00:00
4.3,0.67,01/29/2003 00:00:00
3.8,0.67,01/30/2003 00:00:00
4,0.69,01/31/2003 00:00:00
4,0.67,02/01/2003 00:00:00
3.8,0.72,02/02/2003 00:00:00
3.8,0.66,02/03/2003 00:00:00
4.8,0.63,02/04/2003 00:00:00
5.3,0.57,02/05/2003 00:00:00
5.9,0.55,02/06/2003 00:00:00
4.6,0.62,02/07/2003 00:00:00
4.3,0.63,02/08/2003 00:00:00
4.2,0.68,02/09/2003 00:00:00
4.7,0.66,02/10/2003 00:00:00
5.7,0.63,02/11/2003 00:00:00
6.5,0.58,02/12/2003 00:00:00
6,0.56,02/13/2003 00:00:00
6.4,0.58,02/14/2003 00:00:00
5,0.65,02/15/2003 00:00:00
4.4,0.68,02/16/2003 00:00:00
4.6,0.68,02/17/2003 00:00:00
5,0.67,02/18/2003 00:00:00
3.7,0.72,02/19/2003 00:00:00
4.7,0.64,02/20/2003 00:00:00
5.8,0.64,02/21/2003 00:00:00
4.1,0.69,02/22/2003 00:00:00
4.6,0.7,02/23/2003 00:00:00
3.7,0.75,02/24/2003 00:00:00
4.1,0.71,02/25/2003 00:00:00
5.3,0.62,02/26/2003 00:00:00
5.3,0.6,02/27/2003 00:00:00
5.4,0.62,02/28/2003 00:00:00
4.2,0.72,03/01/2003 00:00:00
4.2,0.72,03/02/2003 00:00:00
4,0.7,03/03/2003 00:00:00
3.5,0.74,03/04/2003 00:00:00
3.9,0.73,03/05/2003 00:00:00
4,0.72,03/06/2003 00:00:00
4,0.75,03/07/2003 00:00:00
5.2,0.65,03/08/2003 00:00:00
6,0.59,03/09/2003 00:00:00
5.7,0.58,03/10/2003 00:00:00
5.5,0.6,03/11/2003 00:00:00
5.6,0.59,03/12/2003 00:00:00
6.3,0.57,03/13/2003 00:00:00
6,0.59,03/14/2003 00:00:00
5.2,0.61,03/15/2003 00:00:00
4.2,0.7,03/16/2003 00:00:00
4.1,0.72,03/17/2003 00:00:00
3.8,0.75,03/18/2003 00:00:00
4.2,0.72,03/19/2003 00:00:00
4.4,0.69,03/20/2003 00:00:00
4.9,0.62,03/21/2003 00:00:00
5.2,0.61,03/22/2003 00:00:00
5.7,0.61,03/23/2003 00:00:00
5.7,0.6,03/24/2003 00:00:00
5.8,0.6,03/25/2003 00:00:00
5.4,0.61,03/26/2003 00:00:00
5.2,0.64,03/27/2003 00:00:00
5.8,0.62,03/28/2003 00:00:00
4.9,0.67,03/29/2003 00:00:00
4.6,0.68,03/30/2003 00:00:00
3.9,0.74,03/31/2003 00:00:00
3.6,0.73,04/01/2003 00:00:00
3.3,0.72,04/02/2003 00:00:00
4,0.72,04/03/2003 00:00:00
3.5,0.72,04/04/2003 00:00:00
5.2,0.7,04/05/2003 00:00:00
4.9,0.67,04/06/2003 00:00:00
4.5,0.7,04/07/2003 00:00:00
4.1,0.71,04/08/2003 00:00:00
4.8,0.7,04/09/2003 00:00:00
4.4,0.71,04/10/2003 00:00:00
4.5,0.69,04/11/2003 00:00:00
4,0.74,04/12/2003 00:00:00
4.7,0.67,04/13/2003 00:00:00
5,0.67,04/14/2003 00:00:00
5.2,0.68,04/15/2003 00:00:00
6.1,0.63,04/16/2003 00:00:00
4.9,0.69,04/17/2003 00:00:00
4.3,0.71,04/18/2003 00:00:00
4.6,0.68,04/19/2003 00:00:00
4,0.68,04/20/2003 00:00:00
4.1,0.72,04/21/2003 00:00:00
5,0.67,04/22/2003 00:00:00
5.4,0.65,04/23/2003 00:00:00
4.4,0.71,04/24/2003 00:00:00
4.3,0.68,04/25/2003 00:00:00
5.1,0.66,04/26/2003 00:00:00
4.8,0.68,04/27/2003 00:00:00
5.5,0.6,04/28/2003 00:00:00
5.8,0.63,04/29/2003 00:00:00
4.6,0.65,04/30/2003 00:00:00
5,0.67,05/01/2003 00:00:00
4.3,0.7,05/02/2003 00:00:00
3.4,0.74,05/03/2003 00:00:00
2.2,0.8,05/04/2003 00:00:00
3,0.76,05/05/2003 00:00:00
3.8,0.73,05/06/2003 00:00:00
2.3,0.84,05/07/2003 00:00:00
3.4,0.73,05/08/2003 00:00:00
4.2,0.71,05/09/2003 00:00:00
2.7,0.76,05/10/2003 00:00:00
2.6,0.8,05/11/2003 00:00:00
1.8,0.84,05/12/2003 00:00:00
2.1,0.83,05/13/2003 00:00:00
1.7,0.86,05/14/2003 00:00:00
1.7,0.84,05/15/2003 00:00:00
2.6,0.8,05/16/2003 00:00:00
2.9,0.75,05/17/2003 00:00:00
4.4,0.69,05/18/2003 00:00:00
3.7,0.7,05/19/2003 00:00:00
3,0.72,05/20/2003 00:00:00
2.4,0.76,05/21/2003 00:00:00
2.4,0.8,05/22/2003 00:00:00
2.8,0.78,05/23/2003 00:00:00
2.1,0.86,05/24/2003 00:00:00
2.3,0.8,05/25/2003 00:00:00
2.4,0.84,05/26/2003 00:00:00
2.8,0.81,05/27/2003 00:00:00
2.5,0.84,05/28/2003 00:00:00
2.1,0.81,05/29/2003 00:00:00
2.3,0.81,05/30/2003 00:00:00
1.2,0.9,05/31/2003 00:00:00
1.7,0.84,06/01/2003 00:00:00
2.4,0.82,06/02/2003 00:00:00
1.8,0.85,06/03/2003 00:00:00
2.2,0.82,06/04/2003 00:00:00
2.2,0.79,06/05/2003 00:00:00
3.6,0.72,06/06/2003 00:00:00
4,0.7,06/07/2003 00:00:00
4.1,0.7,06/08/2003 00:00:00
4,0.7,06/09/2003 00:00:00
4.3,0.71,06/10/2003 00:00:00
4.5,0.71,06/11/2003 00:00:00
4.4,0.69,06/12/2003 00:00:00
4.4,0.71,06/13/2003 00:00:00
4.2,0.71,06/14/2003 00:00:00
4.1,0.69,06/15/2003 00:00:00
4.3,0.71,06/16/2003 00:00:00
4.3,0.73,06/17/2003 00:00:00
3.8,0.71,06/18/2003 00:00:00
3.4,0.8,06/19/2003 00:00:00
2.5,0.8,06/20/2003 00:00:00
2.1,0.81,06/21/2003 00:00:00
2.4,0.8,06/22/2003 00:00:00
3.1,0.74,06/23/2003 00:00:00
3.2,0.79,06/24/2003 00:00:00
1.3,0.92,06/25/2003 00:00:00
2.1,0.83,06/26/2003 00:00:00
2.3,0.8,06/27/2003 00:00:00
2.4,0.81,06/28/2003 00:00:00
2.6,0.76,06/29/2003 00:00:00
1.9,0.89,06/30/2003 00:00:00
2,0.79,07/01/2003 00:00:00
3.3,0.76,07/02/2003 00:00:00
3.2,0.74,07/03/2003 00:00:00
2.2,0.82,07/04/2003 00:00:00
1.9,0.83,07/05/2003 00:00:00
2.5,0.81,07/06/2003 00:00:00
3.1,0.81,07/07/2003 00:00:00
2.7,0.76,07/08/2003 00:00:00
2.2,0.78,07/09/2003 00:00:00
2.3,0.83,07/10/2003 00:00:00
2,0.82,07/11/2003 00:00:00
2.6,0.75,07/12/2003 00:00:00
2.6,0.78,07/13/2003 00:00:00
2.7,0.76,07/14/2003 00:00:00
3.1,0.74,07/15/2003 00:00:00
2.6,0.8,07/16/2003 00:00:00
3.3,0.72,07/17/2003 00:00:00
2.5,0.81,07/18/2003 00:00:00
2.8,0.78,07/19/2003 00:00:00
2.8,0.78,07/20/2003 00:00:00
2.6,0.8,07/21/2003 00:00:00
2.3,0.84,07/22/2003 00:00:00
1.3,0.88,07/23/2003 00:00:00
1.2,0.87,07/24/2003 00:00:00
1,0.89,07/25/2003 00:00:00
2.5,0.79,07/26/2003 00:00:00
2.9,0.77,07/27/2003 00:00:00
2,0.85,07/28/2003 00:00:00
1.8,0.83,07/29/2003 00:00:00
2.6,0.79,07/30/2003 00:00:00
3.6,0.75,07/31/2003 00:00:00
4.1,0.75,08/01/2003 00:00:00
2.8,0.81,08/02/2003 00:00:00
2.3,0.89,08/03/2003 00:00:00
1.7,0.89,08/04/2003 00:00:00
2.6,0.81,08/05/2003 00:00:00
2.7,0.78,08/06/2003 00:00:00
2.4,0.81,08/07/2003 00:00:00
2.5,0.8,08/08/2003 00:00:00
3.4,0.78,08/09/2003 00:00:00
3.2,0.78,08/10/2003 00:00:00
3.2,0.77,08/11/2003 00:00:00
3,0.82,08/12/2003 00:00:00
3.3,0.77,08/13/2003 00:00:00
2.5,0.78,08/14/2003 00:00:00
2.2,0.85,08/15/2003 00:00:00
1.9,0.82,08/16/2003 00:00:00
1.7,0.87,08/17/2003 00:00:00
2.4,0.79,08/18/2003 00:00:00
1.8,0.83,08/19/2003 00:00:00
1.3,0.87,08/20/2003 00:00:00
1.5,0.86,08/21/2003 00:00:00
2.6,0.78,08/22/2003 00:00:00
3.7,0.75,08/23/2003 00:00:00
2.3,0.78,08/24/2003 00:00:00
2.6,0.81,08/25/2003 00:00:00
3.6,0.74,08/26/2003 00:00:00
4.2,0.71,08/27/2003 00:00:00
4.2,0.68,08/28/2003 00:00:00
1.9,0.86,08/29/2003 00:00:00
2.7,0.79,08/30/2003 00:00:00
2.6,0.84,08/31/2003 00:00:00
2.7,0.77,09/01/2003 00:00:00
3.4,0.76,09/02/2003 00:00:00
3.7,0.75,09/03/2003 00:00:00
3.2,0.76,09/04/2003 00:00:00
3.6,0.75,09/05/2003 00:00:00
4.1,0.76,09/06/2003 00:00:00
2.7,0.77,09/07/2003 00:00:00
2.5,0.8,09/08/2003 00:00:00
2.2,0.82,09/09/2003 00:00:00
2.9,0.77,09/10/2003 00:00:00
3.3,0.79,09/11/2003 00:00:00
2.7,0.79,09/12/2003 00:00:00
2.5,0.8,09/13/2003 00:00:00
1.2,0.91,09/14/2003 00:00:00
2.6,0.82,09/15/2003 00:00:00
3.3,0.76,09/16/2003 00:00:00
3.1,0.73,09/17/2003 00:00:00
1.9,0.82,09/18/2003 00:00:00
1.8,0.81,09/19/2003 00:00:00
1.4,0.86,09/20/2003 00:00:00
1.8,0.84,09/21/2003 00:00:00
1.6,0.85,09/22/2003 00:00:00
2.4,0.78,09/23/2003 00:00:00
2.4,0.79,09/24/2003 00:00:00
2.2,0.82,09/25/2003 00:00:00
1.8,0.84,09/26/2003 00:00:00
2.3,0.8,09/27/2003 00:00:00
1.9,0.79,09/28/2003 00:00:00
1.8,0.84,09/29/2003 00:00:00
1.3,0.83,09/30/2003 00:00:00
1.6,0.85,10/01/2003 00:00:00
2.2,0.81,10/02/2003 00:00:00
1.5,0.85,10/03/2003 00:00:00
1.9,0.88,10/04/2003 00:00:00
2.7,0.8,10/05/2003 00:00:00
2.3,0.81,10/06/2003 00:00:00
2.6,0.81,10/07/2003 00:00:00
1.6,0.82,10/08/2003 00:00:00
1.5,0.89,10/09/2003 00:00:00
1.7,0.81,10/10/2003 00:00:00
2.2,0.81,10/11/2003 00:00:00
2.4,0.79,10/12/2003 00:00:00
2,0.82,10/13/2003 00:00:00
3,0.78,10/14/2003 00:00:00
2.2,0.89,10/15/2003 00:00:00
1.2,0.89,10/16/2003 00:00:00
1.6,0.87,10/17/2003 00:00:00
1.3,0.87,10/18/2003 00:00:00
1.2,0.87,10/19/2003 00:00:00
0.9,0.87,10/20/2003 00:00:00
1.6,0.86,10/21/2003 00:00:00
1,0.89,10/22/2003 00:00:00
2,0.81,10/23/2003 00:00:00
1.8,0.83,10/24/2003 00:00:00
1.8,0.85,10/25/2003 00:00:00
1.9,0.8,10/26/2003 00:00:00
3.3,0.74,10/27/2003 00:00:00
2.8,0.75,10/28/2003 00:00:00
3.4,0.72,10/29/2003 00:00:00
3.6,0.72,10/30/2003 00:00:00
2.9,0.74,10/31/2003 00:00:00
2.6,0.77,11/01/2003 00:00:00
2.5,0.76,11/02/2003 00:00:00
3,0.74,11/03/2003 00:00:00
2.9,0.75,11/04/2003 00:00:00
3.5,0.7,11/05/2003 00:00:00
2.9,0.77,11/06/2003 00:00:00
2.9,0.75,11/07/2003 00:00:00
2.7,0.77,11/08/2003 00:00:00
3,0.73,11/09/2003 00:00:00
2.8,0.79,11/10/2003 00:00:00
2.1,0.81,11/11/2003 00:00:00
1.7,0.86,11/12/2003 00:00:00
1,0.91,11/13/2003 00:00:00
2,0.79,11/14/2003 00:00:00
2.6,0.8,11/15/2003 00:00:00
3.7,0.71,11/16/2003 00:00:00
3.3,0.7,11/17/2003 00:00:00
2.9,0.74,11/18/2003 00:00:00
3.3,0.73,11/19/2003 00:00:00
2.6,0.77,11/20/2003 00:00:00
2.3,0.81,11/21/2003 00:00:00
2,0.82,11/22/2003 00:00:00
2.8,0.74,11/23/2003 00:00:00
2.2,0.8,11/24/2003 00:00:00
2.6,0.77,11/25/2003 00:00:00
3.9,0.7,11/26/2003 00:00:00
3.8,0.67,11/27/2003 00:00:00
4,0.67,11/28/2003 00:00:00
3.3,0.73,11/29/2003 00:00:00
3.2,0.7,11/30/2003 00:00:00
2.9,0.74,12/01/2003 00:00:00
3.3,0.7,12/02/2003 00:00:00
4.1,0.64,12/03/2003 00:00:00
3.3,0.72,12/04/2003 00:00:00
3.5,0.69,12/05/2003 00:00:00
3.5,0.7,12/06/2003 00:00:00
4.3,0.65,12/07/2003 00:00:00
4,0.68,12/08/2003 00:00:00
3,0.74,12/09/2003 00:00:00
2.6,0.76,12/10/2003 00:00:00
2.7,0.74,12/11/2003 00:00:00
2.8,0.77,12/12/2003 00:00:00
4.4,0.62,12/13/2003 00:00:00
4.1,0.66,12/14/2003 00:00:00
5.1,0.61,12/15/2003 00:00:00
3.4,0.71,12/16/2003 00:00:00
2.4,0.76,12/17/2003 00:00:00
2.2,0.77,12/18/2003 00:00:00
3.4,0.65,12/19/2003 00:00:00
5.6,0.57,12/20/2003 00:00:00
4.4,0.63,12/21/2003 00:00:00
3.9,0.68,12/22/2003 00:00:00
2.9,0.71,12/23/2003 00:00:00
3,0.76,12/24/2003 00:00:00
3.1,0.75,12/25/2003 00:00:00
4.2,0.7,12/26/2003 00:00:00
4.7,0.63,12/27/2003 00:00:00
4,0.67,12/28/2003 00:00:00
3.2,0.73,12/29/2003 00:00:00
3.2,0.75,12/30/2003 00:00:00
3.3,0.75,12/31/2003 00:00:00
2.7,0.74,01/01/2004 00:00:00
3.1,0.77,01/02/2004 00:00:00
2.7,0.73,01/03/2004 00:00:00
3.7,0.71,01/04/2004 00:00:00
4.2,0.68,01/05/2004 00:00:00
4,0.7,01/06/2004 00:00:00
4.1,0.68,01/07/2004 00:00:00
3.8,0.72,01/08/2004 00:00:00
4.1,0.7,01/09/2004 00:00:00
5.7,0.64,01/10/2004 00:00:00
5.6,0.62,01/11/2004 00:00:00
5.6,0.61,01/12/2004 00:00:00
4.4,0.7,01/13/2004 00:00:00
3.7,0.69,01/14/2004 00:00:00
3.2,0.71,01/15/2004 00:00:00
3.8,0.71,01/16/2004 00:00:00
4.8,0.67,01/17/2004 00:00:00
5,0.67,01/18/2004 00:00:00
3.6,0.74,01/19/2004 00:00:00
3.5,0.69,01/20/2004 00:00:00
4.5,0.66,01/21/2004 00:00:00
4,0.67,01/22/2004 00:00:00
5,0.64,01/23/2004 00:00:00
4.9,0.66,01/24/2004 00:00:00
4.7,0.62,01/25/2004 00:00:00
4.6,0.69,01/26/2004 00:00:00
3.6,0.71,01/27/2004 00:00:00
3.1,0.73,01/28/2004 00:00:00
4.1,0.67,01/29/2004 00:00:00
4.5,0.65,01/30/2004 00:00:00
5,0.65,01/31/2004 00:00:00
4.1,0.69,02/01/2004 00:00:00
4.6,0.7,02/02/2004 00:00:00
3,0.77,02/03/2004 00:00:00
2.8,0.76,02/04/2004 00:00:00
4.1,0.71,02/05/2004 00:00:00
3.5,0.7,02/06/2004 00:00:00
3.4,0.73,02/07/2004 00:00:00
3.9,0.71,02/08/2004 00:00:00
2.6,0.77,02/09/2004 00:00:00
3.1,0.71,02/10/2004 00:00:00
4,0.69,02/11/2004 00:00:00
4.3,0.68,02/12/2004 00:00:00
4.5,0.66,02/13/2004 00:00:00
4.6,0.65,02/14/2004 00:00:00
4.6,0.65,02/15/2004 00:00:00
4.7,0.64,02/16/2004 00:00:00
4.8,0.65,02/17/2004 00:00:00
4.8,0.63,02/18/2004 00:00:00
4.8,0.66,02/19/2004 00:00:00
4.6,0.65,02/20/2004 00:00:00
4.4,0.68,02/21/2004 00:00:00
3.3,0.75,02/22/2004 00:00:00
4.4,0.67,02/23/2004 00:00:00
4,0.71,02/24/2004 00:00:00
3.3,0.75,02/25/2004 00:00:00
3.6,0.74,02/26/2004 00:00:00
3.8,0.69,02/27/2004 00:00:00
4.9,0.69,02/28/2004 00:00:00
4.2,0.71,02/29/2004 00:00:00
3.6,0.75,03/01/2004 00:00:00
3.4,0.73,03/02/2004 00:00:00
3.8,0.75,03/03/2004 00:00:00
4.5,0.69,03/04/2004 00:00:00
4.7,0.67,03/05/2004 00:00:00
4.3,0.68,03/06/2004 00:00:00
4.7,0.62,03/07/2004 00:00:00
6.3,0.53,03/08/2004 00:00:00
5.5,0.59,03/09/2004 00:00:00
5.5,0.61,03/10/2004 00:00:00
4.9,0.67,03/11/2004 00:00:00
3.8,0.74,03/12/2004 00:00:00
4,0.73,03/13/2004 00:00:00
4.3,0.7,03/14/2004 00:00:00
6.9,0.56,03/15/2004 00:00:00
6,0.64,03/16/2004 00:00:00
4.4,0.7,03/17/2004 00:00:00
3.8,0.75,03/18/2004 00:00:00
4,0.71,03/19/2004 00:00:00
4.3,0.73,03/20/2004 00:00:00
3,0.77,03/21/2004 00:00:00
3.3,0.78,03/22/2004 00:00:00
3.3,0.78,03/23/2004 00:00:00
3.6,0.76,03/24/2004 00:00:00
3.6,0.75,03/25/2004 00:00:00
3.4,0.75,03/26/2004 00:00:00
4.1,0.76,03/27/2004 00:00:00
4.1,0.73,03/28/2004 00:00:00
4.5,0.73,03/29/2004 00:00:00
4.4,0.71,03/30/2004 00:00:00
4.2,0.73,03/31/2004 00:00:00
4.4,0.75,04/01/2004 00:00:00
4.7,0.72,04/02/2004 00:00:00
5.9,0.65,04/03/2004 00:00:00
4.2,0.71,04/04/2004 00:00:00
4,0.73,04/05/2004 00:00:00
4.1,0.71,04/06/2004 00:00:00
4.8,0.7,04/07/2004 00:00:00
4.1,0.69,04/08/2004 00:00:00
3.9,0.73,04/09/2004 00:00:00
4.8,0.7,04/10/2004 00:00:00
4,0.71,04/11/2004 00:00:00
4.4,0.71,04/12/2004 00:00:00
4.3,0.72,04/13/2004 00:00:00
3.5,0.74,04/14/2004 00:00:00
4,0.72,04/15/2004 00:00:00
4.5,0.72,04/16/2004 00:00:00
3.5,0.76,04/17/2004 00:00:00
4.1,0.74,04/18/2004 00:00:00
4.3,0.72,04/19/2004 00:00:00
5.1,0.71,04/20/2004 00:00:00
4.8,0.71,04/21/2004 00:00:00
5.1,0.7,04/22/2004 00:00:00
4.9,0.73,04/23/2004 00:00:00
4.8,0.75,04/24/2004 00:00:00
4.9,0.74,04/25/2004 00:00:00
4.6,0.7,04/26/2004 00:00:00
4.4,0.71,04/27/2004 00:00:00
4.7,0.67,04/28/2004 00:00:00
4.8,0.69,04/29/2004 00:00:00
5.5,0.68,04/30/2004 00:00:00
5.2,0.71,05/01/2004 00:00:00
3.6,0.74,05/02/2004 00:00:00
2.9,0.79,05/03/2004 00:00:00
4.4,0.73,05/04/2004 00:00:00
5.6,0.68,05/05/2004 00:00:00
6.3,0.61,05/06/2004 00:00:00
5,0.67,05/07/2004 00:00:00
3.3,0.73,05/08/2004 00:00:00
2.8,0.75,05/09/2004 00:00:00
3.7,0.73,05/10/2004 00:00:00
2.4,0.8,05/11/2004 00:00:00
3.6,0.76,05/12/2004 00:00:00
4,0.71,05/13/2004 00:00:00
4.2,0.68,05/14/2004 00:00:00
3.4,0.78,05/15/2004 00:00:00
2.6,0.83,05/16/2004 00:00:00
1.8,0.85,05/17/2004 00:00:00
2.3,0.82,05/18/2004 00:00:00
3.9,0.74,05/19/2004 00:00:00
4.7,0.72,05/20/2004 00:00:00
3.1,0.81,05/21/2004 00:00:00
2.6,0.8,05/22/2004 00:00:00
3.4,0.76,05/23/2004 00:00:00
2.9,0.79,05/24/2004 00:00:00
1.9,0.81,05/25/2004 00:00:00
2.7,0.76,05/26/2004 00:00:00
4.3,0.69,05/27/2004 00:00:00
3.5,0.73,05/28/2004 00:00:00
3.8,0.72,05/29/2004 00:00:00
3.6,0.72,05/30/2004 00:00:00
4.2,0.77,05/31/2004 00:00:00
3.3,0.85,06/01/2004 00:00:00
2.4,0.83,06/02/2004 00:00:00
2.1,0.85,06/03/2004 00:00:00
1.9,0.8,06/04/2004 00:00:00
2,0.84,06/05/2004 00:00:00
2.8,0.79,06/06/2004 00:00:00
1.6,0.85,06/07/2004 00:00:00
2.5,0.8,06/08/2004 00:00:00
3.3,0.77,06/09/2004 00:00:00
2.6,0.79,06/10/2004 00:00:00
2.1,0.85,06/11/2004 00:00:00
1.5,0.9,06/12/2004 00:00:00
1.2,0.94,06/13/2004 00:00:00
2.5,0.84,06/14/2004 00:00:00
2.8,0.8,06/15/2004 00:00:00
2.7,0.8,06/16/2004 00:00:00
2.2,0.83,06/17/2004 00:00:00
2.2,0.82,06/18/2004 00:00:00
3.4,0.76,06/19/2004 00:00:00
3.6,0.75,06/20/2004 00:00:00
2.9,0.79,06/21/2004 00:00:00
3.6,0.78,06/22/2004 00:00:00
4.2,0.74,06/23/2004 00:00:00
4.1,0.73,06/24/2004 00:00:00
4.4,0.72,06/25/2004 00:00:00
3.7,0.75,06/26/2004 00:00:00
4,0.76,06/27/2004 00:00:00
3.3,0.79,06/28/2004 00:00:00
3.5,0.79,06/29/2004 00:00:00
3.2,0.8,06/30/2004 00:00:00
2.8,0.84,07/01/2004 00:00:00
2.6,0.8,07/02/2004 00:00:00
1.9,0.78,07/03/2004 00:00:00
3.3,0.78,07/04/2004 00:00:00
2.6,0.79,07/05/2004 00:00:00
3.7,0.73,07/06/2004 00:00:00
3.2,0.78,07/07/2004 00:00:00
